,ProductCode,Name,Category,Type,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,AlwaysShowQuantity,InternalNote
6526,1234500000203,Sertodo Ice Scoop,Bar Tools,Stock,1234500000203,0.0,0.0,Airport,Sertodo,,13.5,30.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,13.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6527,700987863635,Sertodo Jigger,Bar Tools,Stock,700987863635,0.0,0.0,Airport,Sertodo,,9.25,27.0,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,13.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6528,123588,Sertodo Julep Cup,Bar Tools,Stock,123588,0.0,0.0,Airport,Sertodo,,0.0,33.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6529,700987864205,Sertodo Luna Flask,Bar Tools,Stock,700987864205,0.0,0.0,Airport,Sertodo,,57.5,154.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6530,1234500000205,Sertodo Martini Cup,Bar Tools,Stock,1234500000205,0.0,0.0,Airport,Sertodo,,12.6,34.0,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,12.6,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6531,1234500000206,Sertodo Mixing Beaker,Bar Tools,Stock,1234500000206,0.0,0.0,Airport,Sertodo,,27.0,60.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,27.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6532,1234500000208,Sertodo Mule Mug Copper 18oz,Bar Tools,Stock,1234500000208,0.0,0.0,Airport,Sertodo,,17.1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6534,1234888,Sertodo Oval Platter,Bar Tools,Stock,1234888,0.0,0.0,Airport,Sertodo,,45.0,90.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,45.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6535,700987863796,Sertodo Shaker Set,Bar Tools,Stock,700987863796,0.0,0.0,Airport,Sertodo,,40.0,86.0,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,43.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6536,1234500000843,Sertodo Shot Cup Flight Set,Bar Tools,Stock,1234500000843,0.0,0.0,Airport,Sertodo,,73.5,147.0,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,80.85,73.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6538,123598,Sertodo Shot Tequila 2oz,Bar Tools,Stock,123598,0.0,0.0,Airport,Sertodo,,5.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6551,869418000480,Shacksbury Shorts 6 pack cans,Cider,Stock,869418000480,0.0,0.0,Airport,Flood,,6.87,9.99,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6552,863532000272,Shacksbury Spritz Cans 4 Pack,Cider,Stock,863532000272,0.0,0.0,Airport,Flood,,7.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,12oz,W,,,,,ACTIVE,,,Yes,0.0,
6556,089744761323,Sheep Dip Islay Blended 750ml,Whiskey Scotch,Stock,089744761323,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,46.5,65.99,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,29.841,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6558,039383009928,Shenks Homestead Sour Mash 2018 750ml,Whiskey Bourbon/American,Stock,039383009928,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,32.79,99.99,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,32.79,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
6572,9781581573886,Shrubs An old fashioned drink for modern times,Books,Stock,9781581573886,0.0,0.0,Airport,Random House,,16.96,24.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6580,850101001037,Siembra Azul Reposado 750ml,Tequila,Stock,850101001037,0.0,0.0,Airport,Victory,,28.0,54.99,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,48.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6596,083783110104,Sierra Nevada Hazy Little Thing Cans 6 Pack,Craft Beer,Stock,083783110104,0.0,0.0,Airport,Ben E Keith,,7.01,9.99,9.63,9.63,9.63,9.63,9.63,9.63,9.63,9.63,9.63,8.7875,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6645,720815270138,Sipsmith VJOP 750ml,Gin,Stock,720815270138,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,34.0,49.99,38.78,38.78,38.78,38.78,38.78,38.78,38.78,38.78,38.78,5.4028,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
6659,742488887192,Smallfry Eclectik Violet 750ml,Red New World,Stock,742488887192,0.0,0.0,Airport,Pangea Selections LLC,,0.0,15.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6661,082000762126,Smirnoff Screwdriver 24oz,Dom Beer,Stock,082000762126,0.0,0.0,Airport,Capitol Wright,,1.95,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2943,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,24oz,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6686,876718034619,Smuggle Set Collapsible Flasks,Retail,Stock,876718034619,0.0,0.0,Airport,True Fabrications,,2.64,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3338,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6687,9781607747321,Smugglers Cove,Books,Stock,9781607747321,0.0,0.0,Airport,Random House,,15.0,30.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,15.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6688,076183003282,Snapple Apple,Non Alcoholic Beverage,Stock,076183003282,0.0,0.0,Airport,Gama,,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6690,04026305,Snickers,Snacks,Stock,04026305,0.0,0.0,Airport,Gama,,0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7498,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6693,1234500000214,SoCo GingerBeer 32oz,Non Alcoholic Beverage,Stock,1234500000214,0.0,0.0,Airport,SoCo GingerBeer,,7.0,13.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6705,842094150915,Solo Shot Cups 20pk,Retail,Stock,842094150915,0.0,0.0,Airport,True Fabrications,,1.34,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6706,0856972005051,Solstandet Akvavit 1L,Aquavit,Stock,0856972005051,0.0,0.0,Pleasant Valley,Republic,,0.0,39.99,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6734,070462098525,Sour Patch Watermelon,Snacks,Stock,070462098525,0.0,0.0,Airport,Gama,,0.67,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5836,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6737,88004026653,Southern Comfort 80 750ml,Whiskey Bourbon/American,Stock,088004026653,0.0,0.0,Airport,Republic,,11.45,18.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
6747,40001259,Southold Farm Suitably Stunning 2016 750ml,White,Stock,40001259,0.0,0.0,Airport,David Mayfield Selections,,0.0,35.99,34.0,34.0,34.0,34.0,34.0,34.0,28.41,28.41,28.41,32.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6762,9781580082532,Speakeasy Book,Books,Stock,9781580082532,0.0,0.0,Airport,Random House,,12.49,24.99,22.49,22.49,22.49,22.49,22.49,22.49,22.49,22.49,22.49,12.495,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6763,9781604338522,Speedy Cocktails,Books,Stock,9781604338522,0.0,0.0,Airport,Cider Mill Press,,6.475,12.95,14.245,14.245,14.245,14.245,14.245,14.245,14.245,14.245,14.245,6.4753,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6770,223399,Spiegelau Champ Flute,Glassware,Stock,223399,0.0,0.0,Airport,True Fabrications,,3.29,10.0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,3.2634,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6771,124113,Spiegelau Collins Glass,Glassware,Stock,124113,0.0,0.0,Airport,True Fabrications,,4.99,12.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,5.7475,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6774,124126,Spiegelau Hefeweizen Glass,Glassware,Stock,124126,0.0,0.0,Airport,True Fabrications,,4.98,10.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,4.98,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6775,1234500000226,Spiegelau IPA Glass,Glassware,Stock,124127,0.0,0.0,Airport,True Fabrications,,4.5,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6777,1234500000227,Spiegelau Nosing Glass 6.9oz,Glassware,Stock,1234500000227,0.0,0.0,Airport,True Fabrications,,2.49,8.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6778,124115,Spiegelau Red Wine Glass,Glassware,Stock,124115,0.0,0.0,Airport,True Fabrications,,3.29,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.8609,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6780,1234500000230,Spiegelau Stout Glass,Glassware,Stock,124128,0.0,0.0,Airport,True Fabrications,,4.5,10.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,4.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6782,124116,Spiegelau White Wine Glass,Glassware,Stock,124116,0.0,0.0,Airport,True Fabrications,,3.74,10.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,3.1985,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6787,610854107000,Springbank 10y Single Malt 750ml,Whiskey Scotch,Stock,610854107000,0.0,0.0,Airport,Green Light Distribution,,0.0,69.99,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,69.66,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
6791,04913207,Sprite Can 12oz,Non Alcoholic Beverage,Stock,04913207,0.0,0.0,Airport,Restaurant Depot,,0.34,0.75,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.6592,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6792,9781607748854,Spritz Book,Books,Stock,9781607748854,0.0,0.0,Airport,Random House,,9.49,18.99,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,9.495,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6797,040232339622,St Agrestis Amaro 50ml,Amaro,Stock,040232339622,0.0,0.0,Pleasant Valley,Virtuoso,,29.88,6.99,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,28.67,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6809,027724947503,St George Breaking & Entering 750ml,Whiskey Bourbon/American,Stock,027724947503,0.0,0.0,Airport,Republic,,29.99,46.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,25.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6811,027724027502,St George Cali Citrus Vodka 750ml,Vodka,Stock,027724027502,0.0,0.0,Airport,Republic,,19.43,32.99,23.26,23.26,23.26,23.26,23.26,23.26,23.26,23.26,23.26,17.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6815,027724212007,St George Gin Dry Rye 200ml,Gin,Stock,027724212007,0.0,0.0,Airport,Republic,,7.11,11.99,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.9969,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6818,027724222006,St George Gin Terroir 200ml,Gin,Stock,027724222006,0.0,0.0,Airport,Republic,,7.11,11.99,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.9975,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6820,027724037501,St George Green Chile 750ml,Vodka,Stock,027724037501,0.0,0.0,Airport,Republic,,18.0,32.99,23.26,23.26,23.26,23.26,23.26,23.26,23.26,23.26,23.26,17.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6835,727875084743,Stainless Muddler,Bar Tools,Stock,727875084743,0.0,0.0,Airport,Restaurant Depot,,0.0,9.99,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,9.1297,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6837,876718020520,Stainless Steel Flask,Bar Tools,Stock,876718020520,0.0,0.0,Airport,True Fabrications,,3.29,13.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.1693,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6841,1234500000235,Standard Spoon Aero,Bar Tools,Stock,123601,0.0,0.0,Airport,Standard Spoon,,18.75,37.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,18.75,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6843,1234500000237,Standard Spoon Wingman,Bar Tools,Stock,123603,0.0,0.0,Airport,Standard Spoon,,23.75,47.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,23.75,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6851,018200261220,Stella Cans 6 Pack 16oz,Imp Beer,Stock,018200261220,0.0,0.0,Warehouse,Capitol Wright,,0.0,11.99,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,5.505,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,16oz,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6859,852527000298,Stiegl Radler Cans 4 Pack,Craft Beer,Stock,852527000298,0.0,0.0,Airport,Ben E Keith,,7.19,8.99,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.5455,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,16oz,B,,,,,ACTIVE,,,Yes,0.0,
6883,811751020762,Stoli Blueberry 50ml,Vodka,Stock,811751020762,0.0,0.0,Airport,Republic,,0.6,1.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,,,ACTIVE,,,Yes,0.0,
6885,811751020984,Stoli Vanilla 50ml,Vodka,Stock,811751020984,0.0,0.0,Airport,Republic,,0.6,1.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,,,ACTIVE,,,Yes,0.0,
6888,850784003199,Stoller Pinot Noir ,Red New World,Stock,850784003199,0.0,0.0,Pleasant Valley,,,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6915,858017006122,Strongwater Bitters Set,Bitters,Stock,858017006122,0.0,0.0,Airport,Strongwater,,17.0,29.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6924,080686958024,Suntory Haku Vodka 750ml,Vodka,Stock,080686958024,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,28.0,45.99,35.75,35.75,35.75,35.75,35.75,35.75,35.75,35.75,35.75,20.0185,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6936,860002024714,Sweet Crude OG Tonic 8.45oz,Non Alcoholic Beverage,Stock,860002024714,0.0,0.0,Pleasant Valley,Sweet Crude Libations,,0.0,4.99,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5269,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,8.45oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6938,812164000402,Sweet Lucy 750ml,Whiskey Bourbon/American,Stock,812164000402,0.0,0.0,Airport,Artisanal Beverage,,20.24,25.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
6961,088004010133,Taaka Vodka 1L,Vodka,Stock,088004010133,0.0,0.0,Airport,Republic,,0.0,8.99,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,4.65,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
7053,898627001193,Tequila Ocho Anejo Single Barrel 750ml,Tequila,Stock,898627001193,0.0,0.0,Airport,Republic,,0.0,109.99,85.5,85.5,85.5,85.5,85.5,85.5,85.5,85.5,85.5,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Transatlantic,,,,ACTIVE,,,Yes,0.0,
7079,Teutonic Rose 2019  750ml,Teutonic Rose 2019  750ml,Service,Service,,0.0,0.0,Airport,,,0.0,25.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,,,,,Item Details,,,,,,,ACTIVE,,,Yes,,
7081,30743074307,Teutonic Seafoam Rose 750ml,Rose,Stock,30743074307,0.0,0.0,Airport,Henderson Selections,,20.0,29.99,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,14.9402,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
7083,9781604337686,Texas Cocktail Book,Books,Stock,9781604337686,0.0,0.0,Airport,Cider Mill Press,,10.91,19.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
7101,1234500000242,Texas Tiki Week Mug 2019,Glassware,Stock,1234500000242,0.0,0.0,Pleasant Valley,USBG,,45.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
7102,115123,Texas Tiki Week Mug 2020,Glassware,Stock,115123,0.0,0.0,Pleasant Valley,USBG,,45.0,80.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,80.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
7103,9781646431199,Texas Whiskey,Books,Stock,9781646431199,0.0,0.0,Airport,Cider Mill Press,,17.5,35.0,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,17.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
7104,9781937994327,The Architecture of the Cocktail,Books,Stock,9781937994327,0.0,0.0,Airport,Hachette,,8.0,16.0,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,8.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
7105,9781452113845,The Bar Book,Books,Stock,9781452113845,0.0,0.0,Airport,Random House,,20.99,29.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
7111,9781984823571,The Craft of the Cocktail Revised Edition,Books,Stock,9781984823571,0.0,0.0,Pleasant Valley,Random House,,17.5,35.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,17.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
7114,9781849758239,The Curious Bartender Rum Revolution,Books,Stock,9781849758239,0.0,0.0,Airport,Random House,,15.19,24.99,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
7115,9781849754378,The Curious Bartender Vol 1,Books,Stock,9781849754378,0.0,0.0,Airport,Random House,,15.54,24.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
7117,9780544373204,The Dead Rabbit Drink Manual,Books,Stock,9780544373204,0.0,0.0,Airport,Hachette,,0.0,26.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
