,ProductCode,Name,Category,Type,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,AlwaysShowQuantity,InternalNote
3853,9780399172618,Imbibe,Books,Stock,9780399172618,0.0,0.0,Airport,Random House,,14.0,28.0,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,14.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
3882,857262003092,Ivy Mountain Corn Whiskey 750ml,Whiskey Bourbon/American,Stock,857262003092,0.0,0.0,Airport,Mexcor,,0.0,51.99,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,14.7086,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
3883,857262003207,Ivy Mountain Corn Whiskey Peach Finish 750ml,Whiskey Bourbon/American,Stock,857262003207,0.0,0.0,Pleasant Valley,Mexcor,,0.0,51.99,44.5,44.5,44.5,44.5,44.5,0.0,0.0,0.0,0.0,18.0909,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3894,4976881521384,Iwai Tradition Umeshu Cask 750ml,Whiskey Japanese,Stock,4976881521384,0.0,0.0,Pleasant Valley,Victory,,41.0,144.99,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,68.75,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3906,082184000052,Jack Daniels 50ml,Whiskey Bourbon/American,Stock,082184000052,0.0,0.0,Pleasant Valley,Republic,,0.0,2.99,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3917,082184001189,Jack Daniels Fire 50ml,Whiskey Bourbon/American,Stock,082184001189,0.0,0.0,Pleasant Valley,Republic,,6.55,2.99,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3979,090478410074,Jarritos Grapefruit 12.5oz,Non Alcoholic Beverage,Stock,090478410074,0.0,0.0,Airport,Gama,,0.0,1.99,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,0.885,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3986,40001245,Jean Royer Chateauneuf Du Pape Prestige 2016 750ml,Red Old World,Stock,40001245,0.0,0.0,Airport,Dionysys,,47.0,69.99,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,32.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4029,818534015434,Jester King Dichotomous Hibernal 2017 750ml,Craft Beer,Stock,818534015434,0.0,0.0,Airport,Flood,,10.1,14.99,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,B,,,,,ACTIVE,,,Yes,0.0,
4040,818534010576,Jester King Le Petit Prince 750ml,Craft Beer,Stock,818534010576,0.0,0.0,Airport,Flood,,6.55,9.99,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.8333,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,B,,,,,ACTIVE,,,Yes,0.0,
4065,999888112,JFR Antique Silver Rocks Glass,Glassware,Stock,999888112,0.0,0.0,Airport,Jared Rosenacker,,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4066,999888115,JFR Carrara Rocks Glass,Glassware,Stock,999888115,0.0,0.0,Airport,Jared Rosenacker,,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4067,999888116,JFR Desert Horn Rocks Glass,Glassware,Stock,999888116,0.0,0.0,Airport,Jared Rosenacker,,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4069,999888111,JFR Maraschino Rocks Glass,Glassware,Stock,999888111,0.0,0.0,Airport,Jared Rosenacker,,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4070,999888114,JFR Oak Grain Rocks Glass,Glassware,Stock,999888114,0.0,0.0,Airport,Jared Rosenacker,,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4073,999888113,JFR The Executive Rocks Glass,Glassware,Stock,999888113,0.0,0.0,Airport,Jared Rosenacker,,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4077,080686001904,Jim Beam 50ml,Whiskey Bourbon/American,Stock,080686001904,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,0.6,1.29,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.6,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4081,080686034902,Jim Beam Black 50ml,Whiskey Bourbon/American,Stock,080686034902,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,0.01,1.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
4111,08259604,Johnnie Walker Double Black 50ml,Whiskey Scotch,Stock,08259604,0.0,0.0,Airport,Southern Glazers Wine & Spirits,,0.0,4.99,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,Glazers Coastal,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4112,08259701,Johnnie Walker Gold 50ml,Whiskey Scotch,Stock,08259701,0.0,0.0,Airport,Southern Glazers Wine & Spirits,,0.0,4.99,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,Glazers Coastal,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4136,811538011211,Jose Cuervo Margarita Mix 1L,Mixer,Stock,811538011211,0.0,0.0,Airport,Republic,,2.5,4.99,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,,,,,,ACTIVE,,,Yes,0.0,
4162,088352109985,Juarez Triple Sec 30 Proof 1L,Liqueur,Stock,088352109985,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,3.25,5.99,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2.9639,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,DS,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4165,1199666,Judas Priest Shaker Shirt,Retail,Stock,1199666,0.0,0.0,Airport,Awesome Merch,,16.25,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.7828,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4196,4710085231164,Kavalan Distillery Select 750ml,Whiskey Taiwaneese,Stock,4710085231164,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Genesis,39.74,59.99,47.16,47.16,47.16,47.16,47.16,47.16,47.16,47.16,47.16,28.54,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Genesis,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4219,Kermit Lynch Rosato 750ml,Kermit Lynch Rosato 750ml,Service,Service,,0.0,0.0,Airport,,,0.0,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,,,,,Item Details,,,,,,,ACTIVE,,,Yes,,
4231,4589633900032,Ki No Bi Gin 750ml,Gin,Stock,4589633900032,0.0,0.0,Airport,Victory,,50.0,97.99,75.56,75.56,75.56,75.56,75.56,75.56,75.56,75.56,75.56,50.8571,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4236,008122007624,Kiku Masamune Junmai Taru 300ml,Sake,Stock,008122007624,0.0,0.0,Airport,Genji Sake,,5.17,7.99,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,7.2,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,300ml,W,,,,,ACTIVE,,,Yes,0.0,
4249,857203007257,King Floyd's 5 Pack,Bitters,Stock,857203007257,0.0,0.0,Airport,King Floyd,,14.4,28.99,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,14.4,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
4250,857203007400,King Floyds Aromatic Barrel Aged Bitters .5oz,Bitters,Stock,857203007400,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4251,857203007417,King Floyds Aromatic Bitters .5oz,Bitters,Stock,857203007417,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4253,857203007820,King Floyds Black Lava 4oz,Garnish,Stock,857203007820,0.0,0.0,Pleasant Valley,King Floyd,,0.0,11.99,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,5.752,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,4oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4254,857203007394,King Floyds Cardamom Bitters .5oz,Bitters,Stock,857203007394,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4256,857203007448,King Floyds Cherry Cacao Bitters .5oz,Bitters,Stock,857203007448,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4258,857203007813,King Floyds Chocolate Bitters .5oz,Bitters,Stock,857203007813,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4260,857203007318,King Floyds Chocolate Cinn 4oz,Garnish,Stock,857203007318,0.0,0.0,Pleasant Valley,King Floyd,,0.0,11.99,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,5.752,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,4oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4261,857203007424,King Floyds Ginger Bitters .5oz,Bitters,Stock,857203007424,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4263,857203007509,King Floyds Grapefruit Rosemary Bitters .5oz,Bitters,Stock,857203007509,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4265,857203007585,King Floyds Green Chili Bitters .5oz,Bitters,Stock,857203007585,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4267,857203007387,King Floyds Orange Bitters .5oz,Bitters,Stock,857203007387,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4269,857203007431,King Floyds Pear and Ginger Bitters .5oz,Bitters,Stock,857203007431,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4273,857203007790,King Floyds Wild Plum Bitters .5oz,Bitters,Stock,857203007790,0.0,0.0,Pleasant Valley,King Floyd,,0.0,6.0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,2.872,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4275,09331457,King Lighter,Tobacco,Stock,09331457,0.0,0.0,Airport,Gama,,0.14,0.5,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.1816,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
4288,87229174019,Kings Ginger 750ml,Liqueur,Stock,087229174019,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Genessis,21.89,44.99,32.89,32.89,32.89,32.89,32.89,32.89,32.89,32.89,32.89,21.89,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Genesis,,,,ACTIVE,,,Yes,0.0,
4297,667368280675,Kleiner Feigling Fig 10 Pack 20ml,Liqueur,Stock,667368280675,0.0,0.0,Pleasant Valley,Favorite Brands,,1.3,14.99,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,0.943,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
4325,4976881503380,Komagatake Limited Edition 2019 750ml,Whiskey Japanese,Stock,4976881503380,0.0,0.0,Pleasant Valley,Victory,,115.0,169.99,127.78,127.78,127.78,127.78,127.78,127.78,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4332,09058737,Kool Blue 100s,Tobacco,Stock,09058737,0.0,0.0,Airport,Gama,,6.15,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5503,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
4333,09058630,Kool Blue Kings,Tobacco,Stock,09058630,0.0,0.0,Airport,Gama,,6.15,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9598,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
4334,09057330,Kool Green 100,Tobacco,Stock,09057330,0.0,0.0,Airport,Gama,,6.28,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9541,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4335,09057136,Kool Green Kings,Tobacco,Stock,09057136,0.0,0.0,Airport,Gama,,6.15,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0024,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
4347,123537,Koriko Large Shaker Stainless,Bar Tools,Stock,123537,0.0,0.0,Airport,Cocktail Kingdom,,0.0,11.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5.7763,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
4351,123541,Koriko Small Shaker Stainless,Bar Tools,Stock,123541,0.0,0.0,Airport,Cocktail Kingdom,,5.35,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.2185,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
4362,850786006006,Koval Rye Whiskey 750ml,Whiskey Rye,Stock,850786006006,0.0,0.0,Airport,Pioneer,,0.0,58.99,43.25,43.25,43.25,43.25,43.25,43.25,43.25,43.25,43.25,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
4364,811538013925,Kraken 50ml,Rum,Stock,811538013925,0.0,0.0,Airport,Republic,,0.6,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,,,ACTIVE,,,Yes,0.0,
4365,811538013024,Kraken 750ml,Rum,Stock,811538013024,0.0,0.0,Airport,Republic,,14.62,22.99,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
4371,854877004032,Kruto Red Label Vodka 1.75L,Vodka,Stock,854877004032,0.0,0.0,Warehouse,Mexcor,,0.0,11.99,9.35,9.35,9.35,9.35,9.35,9.35,9.35,9.35,9.35,15.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1.75L,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4375,80368951008,Kuemmerling 20ml,Amaro,Stock,080368951008,0.0,0.0,Airport,Favorite Brands,,0.88,1.29,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,20ml,DS,,,,,ACTIVE,,,Yes,0.0,
4376,7610154027759,Kuhn Rikon Peeler Black,Bar Tools,Stock,7610154027759,0.0,0.0,Airport,Kuhn Rikon,,2.5,7.5,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,1.996,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,,ACTIVE,,,Yes,0.0,
4377,7610154027711,Kuhn Rikon Peeler Blue,Bar Tools,Stock,7610154027711,0.0,0.0,Airport,Kuhn Rikon,,2.5,7.5,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,1.875,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,,ACTIVE,,,Yes,0.0,
4378,7610154027728,Kuhn Rikon Peeler Green,Bar Tools,Stock,7610154027728,0.0,0.0,Airport,Kuhn Rikon,,2.5,7.5,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,1.875,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,,ACTIVE,,,Yes,0.0,
4379,7610154027704,Kuhn Rikon Peeler Red,Bar Tools,Stock,7610154027704,0.0,0.0,Airport,Kuhn Rikon,,2.5,7.5,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,1.875,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,,ACTIVE,,,Yes,0.0,
4380,7610154027742,Kuhn Rikon Peeler White,Bar Tools,Stock,7610154027742,0.0,0.0,Airport,Kuhn Rikon,,2.5,7.5,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,1.875,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,,ACTIVE,,,Yes,0.0,
4390,857837007005,Kwik Ice 1.75 Cubes 6 pack,Ice,Stock,857837007005,0.0,0.0,Pleasant Valley,Kwik Ice,,4.76,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.6923,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4395,816136023376,La Caravedo Pisco Puro Quebranta 750ml,Pisco,Stock,816136023376,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Genesis,17.99,29.99,19.48,19.48,19.48,19.48,19.48,19.48,19.48,19.48,19.48,14.99,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Genesis,,,,ACTIVE,,,Yes,0.0,
4397,12993102029,La Croix Coconut 12pk Cans,Mixer,Stock,012993102029,0.0,0.0,Pleasant Valley,Gama,,0.0,0.0,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.895,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4398,12993112028,La Croix Peach Pear 12pk Cans,Mixer,Stock,012993112028,0.0,0.0,Pleasant Valley,Gama,,0.0,0.0,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.895,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4449,613739981412,La Venenosa Raicilla Sierra Volcanes de Jalisco 200ml,Raicilla,Stock,613739981412,0.0,0.0,Pleasant Valley,Victory,,0.0,37.99,28.89,28.89,28.89,28.89,28.89,28.89,28.89,28.89,28.89,12.6512,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4471,723830095045,Lagunitas Hoppy Refresher N/A Bottles 4 Pack,Non Alcoholic Beverage,Stock,723830095045,0.0,0.0,Airport,Ben E Keith,,0.0,6.99,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,3.475,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,B,,,,,ACTIVE,,,Yes,0.0,
4485,630646142019,Laherte Frères Champagne 750ml,Bubbles,Stock,630646142026,0.0,0.0,Pleasant Valley,Victory,,26.5,38.99,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,34.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4486,084848110381,Lairds 12y Apple Brandy 750ml,Brandy,Stock,084848110381,0.0,0.0,Airport,Global Imports,,57.6,79.99,71.7,71.7,71.7,71.7,71.7,71.7,71.7,71.7,71.7,78.3718,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
4514,080686812067,Laphroaig Cairdeas Single Malt 750ml,Whiskey Scotch,Stock,080686812067,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,66.88,95.99,74.31,74.31,74.31,74.31,74.31,74.31,74.31,74.31,74.31,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
4545,084848728319,Lazzaroni Limoncello 750ml,Liqueur,Stock,084848728319,0.0,0.0,Airport,Global Imports,,18.19,27.99,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
4560,860384000351,Lee Spirits Creme De Cocao 750ml,Liqueur,Stock,860384000351,0.0,0.0,Airport,Republic,,26.99,35.99,28.49,28.49,28.49,28.49,28.49,28.49,28.49,28.49,28.49,13.6,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
4576,123544,Lemon Juicer,Bar Tools,Stock,123544,0.0,0.0,Airport,True Fabrications,,4.99,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.99,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4577,041420052613,Lemonheads,Snacks,Stock,041420052613,0.0,0.0,Airport,Gama,,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2292,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
