Action,ProductSKU,ProductName,Location,MinimumBeforeReorder75,MinimumBeforeReorder85,ReorderQuantity,75Savings,85Savings,Stock Locator,PickZones
Create/Update,083300048729,Amarula Cream 750ml,Customer Square 2,0,0,12,25.99,25.99,,
Create/Update,637405073850,American Recordings Chardonnay 2019 750ml,Customer Square 2,0,1,0,0.0,-29.99,,
Create/Update,856931008017,Amico Amaro 50ml,Customer Square 2,0,0,24,23.94,23.94,,
Create/Update,864286000082,Amico Amaro 750ml,Customer Square 2,0,1,6,89.97,59.98,,
Create/Update,083664874019,Ancho Reyes 375ml,Customer Square 2,0,0,12,119.94,119.94,,
Create/Update,083664873166,Ancho Reyes 750ml,Customer Square 2,0,1,6,37.99,0.0,,
Create/Update,083664874026,Ancho Reyes Verde 375ml,Customer Square 2,0,0,12,119.94,119.94,,
Create/Update,083664873685,Ancho Reyes Verde 750ml,Customer Square 2,0,0,6,113.97,113.97,,
Create/Update,080244002114,Ancient Age Kentucky Straight Bourbon 175L,Customer Square 2,0,0,6,71.97,71.97,,
Create/Update,080244002121,Ancient Age Kentucky Straight Bourbon 1L,Customer Square 2,0,0,12,191.88,191.88,,
Create/Update,897114001258,Ancient Peaks Renegade 750ml,Customer Square 2,1,1,6,24.99,24.99,,
Create/Update,860174000325,Andalusia Revenant Oak Peated Single Malt 750ml,Customer Square 2,0,0,6,117.98,117.98,,
Create/Update,860174000318,Andalusia Stryker Smoked Single Malt 750ml,Customer Square 2,0,0,6,117.98,117.98,,
Create/Update,860174000332,Andalusia Texas Single Malt 750ml,Customer Square 2,0,1,6,59.99,0.0,,
Create/Update,850047003003,Angels Envy Bourbon 750ml,Customer Square 2,1,2,6,56.99,0.0,,
Create/Update,850047003065,Angels Envy Rye 750ml,Customer Square 2,1,1,6,0.0,0.0,,
Create/Update,075496001602,Angostura Bitters 16oz,Customer Square 2,2,3,12,571.78,545.79,,
Create/Update,075496002005,Angostura Bitters 200ml,Customer Square 2,1,2,12,56.97,37.98,,
Create/Update,075496000407,Angostura Bitters 4oz,Customer Square 2,4,4,12,0.0,0.0,,
Create/Update,075496332867,Angostura Cocoa Bitters 4oz,Customer Square 2,1,1,12,35.97,35.97,,
Create/Update,075496331143,Angostura Orange Bitters 4oz,Customer Square 2,2,3,12,23.98,11.99,,
Create/Update,850005058045,Anne Pichon Syrah Grenache 750ml,Customer Square 2,0,1,12,39.98,19.99,,
Create/Update,899361002040,Ant Moore Sauvignon Blanc Estate 750mL,Customer Square 2,1,3,12,32.97,10.99,,
Create/Update,25672567,Antica Terra Botanica Pinot Noir 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,680144007655,Antichi Baronati Marsala Fine Sweet 750ml,Customer Square 2,0,0,6,29.97,29.97,,
Create/Update,864549000224,Antichi Marsala Fine Dry 750ml,Customer Square 2,0,0,6,119.88,119.88,,
Create/Update,865922000367,Anxo Cidre Blanc Cans 4 Pack,Customer Square 2,0,1,6,21.98,10.99,,
Create/Update,860000536172,Anxo Kosher Apple Wine Cans 4 Pack,Customer Square 2,0,0,6,21.98,21.98,,
Create/Update,865922000343,Anxo Rose Cider 4pk,Customer Square 2,0,0,6,29.98,29.98,,
Create/Update,887341340060,Aperol 375ml,Customer Square 2,1,1,12,74.95,74.95,,
Create/Update,721059001311,Aperol 750ml,Customer Square 2,4,5,6,0.0,0.0,,
Create/Update,023165013357,Apologue Celery Root 375ml,Customer Square 2,0,0,4,49.98,49.98,,
Create/Update,721059001557,Appleton Estate 12y 750ml,Customer Square 2,0,1,6,159.96,119.97,,
Create/Update,636191212405,Appleton Estate 15y Black River Casks 750ml,Customer Square 2,0,0,6,64.99,64.99,,
Create/Update,721059001090,Appleton Estate 21y 750ml,Customer Square 2,0,0,1,0.0,0.0,,
Create/Update,636191207401,Appleton Estate 8 Year Reserve 750ml,Customer Square 2,0,1,6,59.98,29.99,,
Create/Update,721059001502,Appleton Estate Signature Blend 750ml,Customer Square 2,0,0,12,45.98,45.98,,
Create/Update,739949800012,Arak Razzouk Anise 750ml,Customer Square 2,0,1,12,25.99,0.0,,
Create/Update,3770007291011,Arbalest Red Bordeaux 750ml,Customer Square 2,1,1,12,45.98,45.98,,
Create/Update,083300072106,Ardbeg 10yr 750ml,Customer Square 2,0,1,6,499.90000000000003,449.91,,
Create/Update,081753829315,Ardbeg An Oa 750ml,Customer Square 2,0,0,6,67.99,67.99,,
Create/Update,081753833312,Ardbeg Fermentation 750ml,Customer Square 2,0,0,6,499.90000000000003,499.90000000000003,,
Create/Update,081753833251,Ardbeg Traigh Bhan 19y 750ml,Customer Square 2,0,0,6,319.99,319.99,,
Create/Update,083300072045,Ardbeg Uigeadail 750ml,Customer Square 2,0,1,6,84.99,0.0,,
Create/Update,081753832902,Ardbeg Wee Beastie 750ml,Customer Square 2,0,1,6,89.98,44.99,,
Create/Update,704228056121,Arette Artesanal Anejo 750ml,Customer Square 2,0,0,3,82.99,82.99,,
Create/Update,704228202009,Arette Artesanal Blanco 750ml,Customer Square 2,0,0,3,,,,
Create/Update,704228203006,Arette Artesanal Reposado 750ml,Customer Square 2,0,0,3,59.99,59.99,,
Create/Update,704228011212,Arette Blanco 1L,Customer Square 2,4,4,12,137.94,137.94,,
Create/Update,704228014213,Arette Reposado 1L,Customer Square 2,2,3,12,134.95,107.96,,
Create/Update,892032050005,Arran 10y 750ml,Customer Square 2,0,0,6,64.99,64.99,,
Create/Update,618115103068,ArteNom 1123 Blanco Historico 750ml,Customer Square 2,0,0,2,129.98,129.98,,
Create/Update,618115113036,ArteNom 1146 Anejo 750ml,Customer Square 2,0,0,2,89.99,89.99,,
Create/Update,618115103020,ArteNom 1414 Reposado 750ml,Customer Square 2,0,0,2,129.98,129.98,,
Create/Update,618115103051,ArteNom 1579 Blanco 750ml,Customer Square 2,0,1,3,119.98,59.99,,
Create/Update,760080899054,Arton Peche De Vigne 750ml,Customer Square 2,0,0,6,43.99,43.99,,
Create/Update,850483000611,Auchentoshan 12y 750ml,Customer Square 2,0,0,6,64.99,64.99,,
Create/Update,859141004091,Auchentoshan American Oak 750ml,Customer Square 2,0,0,6,55.99,55.99,,
Create/Update,850483000598,Auchentoshan Three Wood 750ml,Customer Square 2,0,0,6,89.99,89.99,,
Create/Update,080480005672,Aultmore 12y 750ml,Customer Square 2,0,0,6,119.98,119.98,,
Create/Update,80480984328,Aultmore 21y 750ml,Customer Square 2,0,0,6,229.99,229.99,,
Create/Update,852895003150,Austin Beerworks Bloodwork IPA Cans 6 Pack,Customer Square 2,3,4,8,9.99,0.0,,
Create/Update,852895003006,Austin Beerworks Fire Eagle Cans 6 Pack,Customer Square 2,5,6,8,-8.99,-17.98,,
Create/Update,852895003419,Austin Beerworks Flavor Country 12pk Cans,Customer Square 2,1,1,6,17.99,17.99,,
Create/Update,852895003266,Austin Beerworks Flavor Country Cans 6 Pack,Customer Square 2,2,3,8,19.98,9.99,,
Create/Update,852895003013,Austin Beerworks Peacemaker Cans 6 Pack,Customer Square 2,2,3,8,17.98,8.99,,
Create/Update,852895003402,Austin Beerworks Pearl Snap 12pk Cans,Customer Square 2,3,3,2,-17.99,-17.99,,
Create/Update,852895003020,Austin Beerworks Pearl-Snap Cans 6 Pack,Customer Square 2,6,7,8,17.98,8.99,,
Create/Update,864286000006,Austin Reserve Gin 750ml,Customer Square 2,1,1,6,113.97,113.97,,
Create/Update,86718029783,Austin Shaker 4 Bottle Tote bag,Customer Square 2,0,0,100,250.0,250.0,,
Create/Update,123518,Austin Shaker Corkscrew,Customer Square 2,2,3,100,288.0,282.0,,
Create/Update,094922525017,Averell Damson Gin Liqueur 750ml,Customer Square 2,0,0,3,24.99,24.99,,
Create/Update,8000400203942,Averna Amaro 750ml,Customer Square 2,1,2,6,31.99,0.0,,
Create/Update,736040523901,Aveze Gentiane Liqueur 1L,Customer Square 2,0,0,2,33.99,33.99,,
Create/Update,857050005079,Aviation Gin 1L,Customer Square 2,0,0,6,83.98,83.98,,
Create/Update,857050005291,Aviation Gin 375ml,Customer Square 2,0,0,12,35.98,35.98,,
Create/Update,857050005055,Aviation Gin 50ml,Customer Square 2,0,1,60,29.900000000000002,26.910000000000004,,
Create/Update,853507000024,Aviation Gin 750ml,Customer Square 2,0,0,6,135.96,135.96,,
Create/Update,853507000727,Aviation Old Tom Gin 750ml,Customer Square 2,0,0,6,41.99,41.99,,
Create/Update,080432110430,Avion Anejo 1L,Customer Square 2,0,0,6,129.98,129.98,,
Create/Update,080432110447,Avion Silver 1L,Customer Square 2,0,0,6,109.98,109.98,,
Create/Update,856146006013,Avua Amburana Cachaca 750ml,Customer Square 2,0,0,6,99.98,99.98,,
Create/Update,856146006136,Avua Balsamo Cachaca 750ml,Customer Square 2,0,0,6,49.99,49.99,,
Create/Update,856146006006,Avua Prata Cachaca 750ml,Customer Square 2,0,0,6,151.96,151.96,,
Create/Update,9338520005016,B'Lure Butterfly Pea Extract 100ml,Customer Square 2,0,0,6,71.94,71.94,,
Create/Update,854997002116,BG Reynolds Cinnamon 750ml,Customer Square 2,0,0,4,33.98,33.98,,
Create/Update,854997002093,BG Reynolds Orgeat 750ml,Customer Square 2,1,1,6,16.99,16.99,,
Create/Update,854997002154,BG Reynolds Passion Fruit 750ml,Customer Square 2,0,0,4,33.98,33.98,,
Create/Update,89898989,Babushka Rose 750ml ,Customer Square 2,0,0,12,51.98,51.98,,
Create/Update,080480505400,Bacardi 8 750ml,Customer Square 2,0,0,12,67.98,67.98,,
Create/Update,080480983390,Bacardi Anejo 4 Year 1L,Customer Square 2,0,0,6,185.94,185.94,,
Create/Update,080480400620,Bacardi Coconut 1L,Customer Square 2,0,0,12,20.99,20.99,,
Create/Update,080480026219,Bacardi Gold 50ml,Customer Square 2,1,2,120,58.41,57.42,,
Create/Update,080480016210,Bacardi Silver 50ml,Customer Square 2,7,9,120,52.47,50.49,,
Create/Update,080480015305,Bacardi Superior 1L,Customer Square 2,2,3,12,125.94,104.94999999999999,,
Create/Update,080480015701,Bacardi Superior 200ml,Customer Square 2,2,2,48,39.92,39.92,,
Create/Update,080480015602,Bacardi Superior 375ml,Customer Square 2,1,1,24,80.91,80.91,,
Create/Update,899109002196,Badenhorst Caperitif 750ml,Customer Square 2,0,0,6,143.96,143.96,,
Create/Update,086767210098,Baileys 375ml,Customer Square 2,1,1,12,14.99,14.99,,
Create/Update,086767210128,Baileys 50ml,Customer Square 2,2,3,120,19.9,17.91,,
Create/Update,086767210067,Baileys 750ml,Customer Square 2,1,1,12,0.0,-0.0,,
Create/Update,080686015406,Bakers Bourbon Single Barrel 750ml,Customer Square 2,0,0,1,64.99,64.99,,
Create/Update,852757002338,Balcones Baby Blue 50ml,Customer Square 2,0,1,72,29.900000000000002,26.910000000000004,,
Create/Update,852757002017,Balcones Baby Blue 750ml,Customer Square 2,1,1,6,199.95000000000002,199.95000000000002,,
Create/Update,852757002055,Balcones Brimstone 750ml,Customer Square 2,0,1,6,65.99,0.0,,
Create/Update,852757002697,Balcones Lineage 750ml,Customer Square 2,1,1,6,199.95000000000002,199.95000000000002,,
Create/Update,852757002536,Balcones Pot Still Bourbon 750ml,Customer Square 2,2,2,6,0.0,-0.0,,
Create/Update,852757002000,Balcones Rumble 750ml,Customer Square 2,1,1,6,0.0,0.0,,
Create/Update,852757002291,Balcones Rye 100 750ml,Customer Square 2,1,1,6,199.95000000000002,199.95000000000002,,
Create/Update,852757002529,Balcones Rye 50ml,Customer Square 2,1,2,72,26.910000000000004,23.92,,
Create/Update,852757002345,Balcones Single Malt 50ml,Customer Square 2,1,2,72,35.910000000000004,31.92,,
Create/Update,852757002031,Balcones Texas Single Malt No 1 750ml,Customer Square 2,0,1,6,74.99,0.0,,
Create/Update,083664874132,Balvenie 12y American Oak 750ml,Customer Square 2,0,0,6,86.99,86.99,,
Create/Update,083664112210,Balvenie 12y Doublewood 750ml,Customer Square 2,0,0,12,141.98,141.98,,
Create/Update,083664871681,Balvenie 14y Caribbean 750ml,Customer Square 2,1,1,6,89.99,89.99,,
Create/Update,083664873197,Balvenie 15y Sherry Cask 750ml,Customer Square 2,0,0,6,125.99,125.99,,
Create/Update,083664873005,Balvenie 17y Doublewood 750ml,Customer Square 2,0,0,6,149.99,149.99,,
Create/Update,083664858415,Balvenie 21y Portwood 750ml,Customer Square 2,0,0,3,0.0,0.0,,
Create/Update,083664873180,Balvenie Trio Pack 50ml,Customer Square 2,0,0,6,19.99,19.99,,
Create/Update,876718006395,Bamboo Picks Pack of 24,Customer Square 2,0,1,24,16.68,15.29,,
Create/Update,736040542964,Banhez Cuishe 750ml,Customer Square 2,0,0,1,0.0,0.0,,
Create/Update,736040538073,Banhez Espadin 1L,Customer Square 2,4,5,12,79.98,39.99,,
Create/Update,736040538837,Banhez Espadin 375ml,Customer Square 2,0,1,12,79.96,59.97,,
Create/Update,736040542988,Banhez Tobala 750ml,Customer Square 2,0,0,1,0.0,0.0,,
Create/Update,080480007072,Banks 5 White Rum 750ml,Customer Square 2,0,1,6,69.98,34.99,,
Create/Update,080480007089,Banks 7 Golden Rum 750ml,Customer Square 2,0,0,6,71.98,71.98,,
Create/Update,855675001476,Bar Keep Apple Bitters 8oz,Customer Square 2,0,0,6,33.98,33.98,,
Create/Update,855675001490,Bar Keep Lavender Bitters 8oz,Customer Square 2,0,1,6,33.98,16.99,,
Create/Update,8410061018166,Barbadillo Fino 750ml,Customer Square 2,0,0,12,89.94,89.94,,
Create/Update,8410061018210,Barbadillo PX Sherry 750ml,Customer Square 2,0,0,12,101.94,101.94,,
Create/Update,857552008035,Bardstown Bourbon Company Discovery 750ml,Customer Square 2,0,0,6,139.99,139.99,,
Create/Update,857552008271,Bardstown Bourbon Company Ferrand Cask 750ml,Customer Square 2,0,0,6,139.99,139.99,,
Create/Update,857552008028,Bardstown Bourbon Company Fusion 750ml,Customer Square 2,0,0,6,64.99,64.99,,
Create/Update,857552008127,Bardstown Bourbon Company Prisoner 750ml,Customer Square 2,0,0,6,139.99,139.99,,
Create/Update,080368533105,Barenjager Honey 1L,Customer Square 2,0,0,6,113.97,113.97,,
Create/Update,096925003042,Barnard Griffin Rose 750ml,Customer Square 2,1,2,12,41.97,27.98,,
Create/Update,096925003202,Barnard Griffin Syrah Port 500ml,Customer Square 2,0,0,4,35.98,35.98,,
Create/Update,852735003029,Barr Hill Gin 750ml,Customer Square 2,0,0,6,257.94,257.94,,
Create/Update,852735003111,Barr Hill Tomcat Gin 750ml,Customer Square 2,0,0,6,53.99,53.99,,
Create/Update,852735003067,Barr Hill Vodka 750ml,Customer Square 2,0,0,6,119.98,119.98,,
Create/Update,736040002789,Barrell Armida 750ml,Customer Square 2,0,1,2,89.99,0.0,,
Create/Update,736040539797,Barrell Dovetail 750ml,Customer Square 2,0,0,2,89.99,89.99,,
Create/Update,736040002796,Barrell Seagrass 750ml,Customer Square 2,1,1,2,0.0,0.0,,
Create/Update,736040542032,Barrell Whiskey Infinite Project 750ml,Customer Square 2,0,0,3,133.98,133.98,,
Create/Update,736040544425,Barrell Whiskey Vatted Malt 750ml,Customer Square 2,0,0,2,179.98,179.98,,
Create/Update,045635366800,Barrows Intense Ginger 750ml,Customer Square 2,0,0,6,233.94,233.94,,
Create/Update,849806002357,Basic Vodka 1L,Customer Square 2,0,1,12,47.97,31.98,,
Create/Update,080686012320,Basil Hayden 175L,Customer Square 2,0,0,6,79.99,79.99,,
Create/Update,080686012122,Basil Hayden 375ml,Customer Square 2,0,1,12,263.88,241.89,,
Create/Update,080686012405,Basil Hayden Bourbon 750ml,Customer Square 2,3,4,12,45.99,0.0,,
Create/Update,080686012146,Basil Hayden Dark Rye 750ml,Customer Square 2,0,0,6,45.99,45.99,,
Create/Update,080686012344,Basil Hayden Toast 750ml,Customer Square 2,0,0,6,99.98,99.98,,
Create/Update,9024153100432,Batavia Arrack Van Oosten 750ml,Customer Square 2,0,0,12,191.94,191.94,,
Create/Update,9780399582530,Batch Cocktails,Customer Square 2,0,0,2,39.98,39.98,,
Create/Update,086785500232,Bauchant Napoleon 1L,Customer Square 2,0,0,6,111.96,111.96,,
Create/Update,791090527767,Beach Bum Berrys Zombie Glass 2pk,Customer Square 2,0,0,12,120.0,120.0,,
Create/Update,9781941199039,Beachbum Berrys Potions Book,Customer Square 2,0,0,4,55.98,55.98,,
Create/Update,080432106624,Becherovka 750ml,Customer Square 2,0,0,6,29.99,29.99,,
Create/Update,089540507590,Beefeater 24 1L,Customer Square 2,0,0,6,35.99,35.99,,
Create/Update,089540333489,Beefeater Gin 1L,Customer Square 2,1,2,12,34.99,0.0,,
Create/Update,609224885853,Belle Meade Bourbon 750ml,Customer Square 2,0,0,6,194.96999999999997,194.96999999999997,,
Create/Update,602938786669,Belle Meade Reserve Cask 750ml,Customer Square 2,0,0,6,185.98,185.98,,
Create/Update,850346005173,Beluga Allure 750ml,Customer Square 2,0,0,6,188.97,188.97,,
Create/Update,850346005012,Beluga Noble 1L,Customer Square 2,0,0,6,257.94,257.94,,
Create/Update,850346005067,Beluga Noble Gold 750ml,Customer Square 2,0,0,6,109.99,109.99,,
Create/Update,087116069688,Belvedere Vodka 750ml,Customer Square 2,1,1,6,174.95000000000002,174.95000000000002,,
Create/Update,5060399680554,BenRiach 10y 750ml,Customer Square 2,0,0,6,67.99,67.99,,
Create/Update,5060716140266,BenRiach The Smoky Twelve 12y 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,088004020828,Benchmark 175L,Customer Square 2,1,1,6,208.89,208.89,,
Create/Update,088004020835,Benchmark 1L,Customer Square 2,1,2,12,23.98,11.99,,
Create/Update,088004011093,Benchmark 375ml,Customer Square 2,1,1,24,114.77000000000001,114.77000000000001,,
Create/Update,088004035754,Benchmark 50ml,Customer Square 2,14,25,120,9.9,-0.9900000000000001,,
Create/Update,851718000680,Benhams Barrel Finished Gin 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,851718000697,Benhams Sonoma Dry Gin 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,736373997967,Beniotome Goma Shochu 750ml,Customer Square 2,0,0,12,167.94,167.94,,
Create/Update,736373997950,Beniotome Highball 375ml,Customer Square 2,0,1,12,59.94,49.95,,
Create/Update,751313566140,Beniotome Miyabi Whisky 750ml,Customer Square 2,0,0,6,179.96,179.96,,
Create/Update,747020192413,Benromach 10yr 750ml,Customer Square 2,0,0,6,49.99,49.99,,
Create/Update,096749941001,Bernheim Wheat Whiskey 750ml,Customer Square 2,0,0,6,59.98,59.98,,
Create/Update,761503452511,Berto Aperitiv Tradission 1L,Customer Square 2,0,0,4,29.98,29.98,,
Create/Update,761503452498,Berto Aperitivo Liquore 1L,Customer Square 2,0,0,4,49.98,49.98,,
Create/Update,761503452580,Berto Bitter Bitter 1L,Customer Square 2,0,1,4,49.98,24.99,,
Create/Update,761503452672,Berto Dry Gin 1L,Customer Square 2,0,0,4,59.98,59.98,,
Create/Update,761503452566,Berto Extra Secco 1L,Customer Square 2,0,0,4,29.98,29.98,,
Create/Update,761503452535,Berto Ross Da Travaj 1L,Customer Square 2,0,0,4,29.98,29.98,,
Create/Update,856803003010 ,Better Half Sauvignon Blanc 750ml,Customer Square 2,11,12,12,-27.98,-41.97,,
Create/Update,858666003497,Bico Amarelo Vinho Verde 750ml,Customer Square 2,1,1,12,9.99,9.99,,
Create/Update,852322814199,Bigallet China 750ml,Customer Square 2,1,1,4,119.97,119.97,,
Create/Update,852322824068,Bigallet Thym Liqueur 750ml,Customer Square 2,0,0,3,39.99,39.99,,
Create/Update,8607000210341,Bikicki Pinotte Pinot Noir 750ml,Customer Square 2,1,2,6,0.0,-21.99,,
Create/Update,8607000307508,Bikicki Sfera Noir 750ml,Customer Square 2,0,0,6,17.99,17.99,,
Create/Update,899175002212,Birichino Scylla Red Blend 750ml,Customer Square 2,0,1,12,43.98,21.99,,
Create/Update,860012000388,Bitter Queens Caribbean Spice Bitters 5oz,Customer Square 2,0,0,4,39.98,39.98,,
Create/Update,860012000302,Bitter Queens Chocolate Walnut Bitters 5oz,Customer Square 2,0,0,4,39.98,39.98,,
Create/Update,860012000333,Bitter Queens Eucalyptus Bitters 5oz,Customer Square 2,0,0,4,39.98,39.98,,
Create/Update,860012000319,Bitter Queens Sarsparilla Bitters 5oz,Customer Square 2,0,0,4,39.98,39.98,,
Create/Update,810255020001,Bitter Truth Aromatic Bitters 200ml,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,810255020032,Bitter Truth Celery Bitters 200ml,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,810255020346,Bitter Truth Cucumber Bitters 200ml,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,810255020421,Bitter Truth Gift Tin,Customer Square 2,0,0,6,45.98,45.98,,
Create/Update,810255020223,Bitter Truth Golden Falernum 750ml,Customer Square 2,0,0,6,479.88,479.88,,
Create/Update,810255020063,Bitter Truth Grapefruit Bitters 200ml,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,810255020056,Bitter Truth Jerry Thomas Bitters 200ml,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,810255020360,Bitter Truth Olive Bitters 200ml,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,810255020018,Bitter Truth Orange Bitters 200ml,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,810255020230,Bitter Truth Peach Bitters 200ml,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,810255020117,Bitter Truth Pimento Dram 750ml,Customer Square 2,0,0,6,79.98,79.98,,
Create/Update,810255020070,Bitter Truth Spiced Chocolate Bitters 200ml,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,737212282862,Bittercube Cherry Bark Vanilla Bitters 5oz,Customer Square 2,0,0,12,239.88,239.88,,
Create/Update,737212282770,Bittercube Corazon Bitters 5oz,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,737212282886,Bittercube Jamaican #2 Bitters 5oz,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,737212282879,Bittercube Jamaican 1 5oz,Customer Square 2,0,0,1,0.0,0.0,,
Create/Update,610074058007,Bittermens Boston Bitters 5oz,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,856972005259,Bittermens Buckspice Ginger Bitters 5oz,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,856972005204,Bittermens Burlesque Bitters 5oz,Customer Square 2,0,0,12,119.94,119.94,,
Create/Update,856972005235,Bittermens Hellfire Shrub 5oz,Customer Square 2,1,1,12,99.94999999999999,99.94999999999999,,
Create/Update,856972005174,Bittermens Hopped Grapefruit Bitters 5oz,Customer Square 2,0,0,12,119.94,119.94,,
Create/Update,856972005280,Bittermens Krupnik Honey Bitters 5oz,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,856972005273,Bittermens New England Cranberry Bitters 5oz,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,856972005211,Bittermens Orange Cream 5oz,Customer Square 2,0,0,12,119.94,119.94,,
Create/Update,856972005242,Bittermens Scarborough Bitters 5oz,Customer Square 2,0,0,12,119.94,119.94,,
Create/Update,856972005181,Bittermens Tiki Bitters 5oz,Customer Square 2,1,1,12,99.94999999999999,99.94999999999999,,
Create/Update,856972005297,Bittermens Winter Melon Tart Bitters 5oz,Customer Square 2,0,0,12,79.96,79.96,,
Create/Update,856972005167,Bittermens Xocolatl Mole Bitters 5oz,Customer Square 2,1,2,12,99.94999999999999,79.96,,
Create/Update,852175005003,Bittermilk Bourbon Barrel Aged Old Fashioned 8.5oz,Customer Square 2,0,0,3,29.98,29.98,,
Create/Update,852175005041,Bittermilk Charred Grapefruit Tonic 17oz,Customer Square 2,0,0,3,29.98,29.98,,
Create/Update,852175005034,Bittermilk New Orleans Old Fashioned Rouge 8.5oz,Customer Square 2,0,0,3,29.98,29.98,,
Create/Update,852175005058,Bittermilk Oaxacan Old Fashioned 8.5oz,Customer Square 2,0,0,3,29.98,29.98,,
Create/Update,852175005027,Bittermilk Smoked Honey Whiskey Sour 17oz,Customer Square 2,0,0,3,29.98,29.98,,
Create/Update,9781580083591,Bitters A Spirited History,Customer Square 2,0,0,2,49.98,49.98,,
Create/Update,040232378133,Black Feather Straight Rye 750ml,Customer Square 2,0,0,6,32.99,32.99,,
Create/Update,604984200304,Black River Malbec 750ml,Customer Square 2,1,3,12,19.98,0.0,,
Create/Update,5060119770121,Blackwell Black Gold Reserve 750ml,Customer Square 2,0,0,6,143.94,143.94,,
Create/Update,08249801,Blade and Bow 750ml,Customer Square 2,1,1,6,158.97,158.97,,
Create/Update,855439000738,Bloody Mary Salt Rimmer,Customer Square 2,0,0,6,42.0,42.0,,
Create/Update,858315004004,Bloody Revolution Bloody Mary Mix 1L,Customer Square 2,1,1,12,39.95,39.95,,
Create/Update,765531457098,Blue Note 9yr 750ml,Customer Square 2,0,0,6,109.98,109.98,,
Create/Update,850000679108,Blue Owl Cool & The Gang Cans 6 Pack,Customer Square 2,0,1,4,23.98,11.99,,
Create/Update,868781000004,Blue Owl Little Boss Cans 6 Pack,Customer Square 2,1,1,4,11.99,11.99,,
Create/Update,850000679139,Blue Owl Mango Seltzer 6pk,Customer Square 2,0,0,4,23.98,23.98,,
Create/Update,850000679153,Blue Owl Mexican Martini Seltzer 6pk,Customer Square 2,0,0,4,23.98,23.98,,
Create/Update,850000679146,Blue Owl Mojito Seltzer 6pk,Customer Square 2,0,0,4,23.98,23.98,,
Create/Update,850000679115,Blue Owl Seasonal Tier 2 4/16oz,Customer Square 2,0,1,6,27.98,13.99,,
Create/Update,868781000011,Blue Owl Spirit Animal Cans 6 Pack,Customer Square 2,0,1,4,23.98,11.99,,
Create/Update,850000679122,Blue Owl Tier 1 Seasonal Cans 6 Pack,Customer Square 2,1,1,4,11.99,11.99,,
Create/Update,850000679085,Blue Owl Tier 3 Seasonal Cans 6 Pack,Customer Square 2,0,1,4,29.98,14.99,,
Create/Update,868781000059,Blue Owl Van Dayum Cans 6 Pack,Customer Square 2,0,1,4,23.98,11.99,,
Create/Update,850000679016,Blue Owl Wee Beastie Cans 6 Pack,Customer Square 2,0,0,4,31.98,31.98,,
Create/Update,80432116432,Blue Spot 7y 750ml,Customer Square 2,0,0,6,149.99,149.99,,
Create/Update,858198001824,Bluecoat Elderflower 750ml,Customer Square 2,0,0,6,79.98,79.98,,
Create/Update,9024153030364,Blume Marillen Apricot Eau de Vie 750ml,Customer Square 2,0,0,3,39.99,39.99,,
Create/Update,8710631219598,Bobby's Jenever 750ml,Customer Square 2,0,0,3,47.99,47.99,,
Create/Update,8710631219031,Bobbys Dry Gin 750ml,Customer Square 2,2,2,2,0.0,0.0,,
Create/Update,080915112654,Bols Barrel Aged Genever 1L,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,080915108039,Bols Genever 750ml,Customer Square 2,0,0,6,34.99,34.99,,
Create/Update,080480300029,Bombay Dry 750ml,Customer Square 2,0,1,12,57.98,28.99,,
Create/Update,080480300012,Bombay Dry Gin 1L,Customer Square 2,0,1,12,179.94,149.95,,
Create/Update,080480301019,Bombay Sapphire 1L,Customer Square 2,0,1,12,147.96,110.97,,
Create/Update,080480000066,Bombay Sapphire 200ml,Customer Square 2,0,0,24,31.96,31.96,,
Create/Update,080480301033,Bombay Sapphire 375ml,Customer Square 2,0,1,12,29.98,14.99,,
Create/Update,080480301026,Bombay Sapphire 750ml,Customer Square 2,1,2,12,28.99,0.0,,
Create/Update,080480002107,Bombay Sapphire East 1L,Customer Square 2,0,0,12,73.98,73.98,,
Create/Update,3274510003920,Bonal Gentiane Quina 750ml,Customer Square 2,0,0,6,113.94,113.94,,
Create/Update,8413884102197,Bonanto Aperitivo 750ml,Customer Square 2,0,0,6,34.99,34.99,,
