,ProductName,Airport,Oak Hill,Pleasant Valley,Warehouse
6400,Southold Little Pieces Of A Big Soul 750ml,0.0,0.0,0.0,
6401,Southold Live Fast Love Hard 750ml,0.0,,0.0,
6402,Southold Lovers and Dreamers 750ml,0.0,2.0,1.0,
6403,Southold Piquette 4/16oz Cans,2.0,0.0,0.0,
6404,Southold Piquette 750ml,0.0,,0.0,
6405,Southold Think Before You Jump 750ml,0.0,,0.0,
6406,Southold Time Of Our Lives 750ml,0.0,1.0,1.0,
6407,Southold Weight Of The Moment 750ml,1.0,1.0,2.0,
6408,Speakeasy Book,3.0,1.0,2.0,
6409,Speedy Cocktails,2.0,2.0,0.0,
6410,Spencer Monks IPA 4 Pack Cans,0.0,,0.0,
6411,Speyburn 15y 750ml,2.0,,3.0,1.0
6412,Speyburn Arranta Cask 750ml,1.0,,,
6413,Spiegelau 12.9oz Willsberg Whiskey Glass,6.0,5.0,9.0,
6414,Spiegelau 5.8oz Martini Glass,10.0,9.0,11.0,96.0
6415,Spiegelau 8.3oz Coupe Glass,5.0,12.0,3.0,192.0
6416,Spiegelau Champ Flute,44.0,13.0,6.0,
6417,Spiegelau Collins Glass,18.0,11.0,12.0,
6418,Spiegelau Double Rocks Glass,31.0,8.0,1.0,144.0
6419,Spiegelau Gin & Tonic Glass,1.0,0.0,0.0,96.0
6420,Spiegelau Hefeweizen Glass,2.0,,1.0,
6421,Spiegelau IPA Glass,0.0,,1.0,
6422,Spiegelau Mixing Beaker,10.0,7.0,3.0,12.0
6423,Spiegelau Nosing Glass 6.9oz,,0.0,0.0,
6424,Spiegelau Red Wine Glass,7.0,15.0,1.0,96.0
6425,Spiegelau Single Rocks Glass,27.0,12.0,5.0,96.0
6426,Spiegelau Stout Glass,0.0,,0.0,
6427,Spiegelau Tulip Glass,6.0,2.0,22.0,
6428,Spiegelau White Wine Glass,22.0,8.0,25.0,
6429,Spindletap Houston Haze Cans 6 Pack,0.0,,,
6430,Spiritless Jalisco 55 NA 750ml,,,,11.0
6431,Spiritless Kentucky 74 NA 750ml,,,,15.0
6432,Sprezza Bianco Can 250ml,0.0,,0.0,
6433,Springbank 10y Single Malt 750ml,3.0,,0.0,
6434,Springbank 12y Cask Strength 750ml,0.0,,0.0,
6435,Springbank 15y Single Malt 750ml,0.0,,0.0,
6436,Sprite 2L,11.0,2.0,0.0,
6437,Sprite Can 12oz,183.0,35.0,0.0,0.0
6438,Spritz Book,3.0,2.0,0.0,
6439,Squirt Soda Glass Bottle,23.0,7.0,0.0,
6440,St Agrestis Amaro 50ml,4.0,,0.0,
6441,St Agrestis Amaro 750ml,2.0,3.0,4.0,9.0
6442,St Agrestis Bitter Inferno 750ml,3.0,3.0,2.0,4.0
6443,St Agrestis Negroni BIB,1.0,0.0,1.0,
6444,St Agrestis Negroni Single 100ml,3.0,21.0,39.0,
6445,St Elizabeth Allspice Dram 750ml,3.0,3.0,3.0,0.0
6446,St Elmo Carl Kolsch Cans 6 Pack,8.0,0.0,7.0,32.0
6447,St George Absinthe Vert 200ml,1.0,5.0,8.0,
6448,St George Absinthe Vert 750ml,5.0,3.0,2.0,5.0
6449,St George Apple Brandy 750ml,0.0,0.0,0.0,0.0
6450,St George Aqua Perfecta 750ml,1.0,2.0,5.0,11.0
6451,St George Baller Single Malt 750ml,7.0,3.0,5.0,8.0
6452,St George Breaking & Entering 750ml,6.0,5.0,5.0,5.0
6453,St George Bruto Americano 750ml,9.0,4.0,1.0,9.0
6454,St George Cali Citrus Vodka 750ml,1.0,5.0,4.0,7.0
6455,St George California Shochu 750ml,2.0,5.0,4.0,6.0
6456,St George Gin Botanivore  200ml,7.0,4.0,0.0,
6457,St George Gin Botanivore 750ml,1.0,3.0,8.0,21.0
6458,St George Gin Dry Rye 200ml,3.0,3.0,1.0,
6459,St George Gin Dry Rye 750ml,5.0,2.0,5.0,9.0
6460,St George Gin Dry Rye Reposado 750ml,5.0,4.0,1.0,21.0
6461,St George Gin Terroir 200ml,0.0,0.0,0.0,
6462,St George Gin Terroir 750ml,2.0,5.0,5.0,23.0
6463,St George Green Chile 750ml,1.0,3.0,5.0,16.0
6464,St George NOLA Coffee Liqueur 750ml,6.0,3.0,5.0,29.0
6465,St George Pear Brandy 750ml,2.0,5.0,2.0,9.0
6466,St George Raspberry Brandy 750ml,,1.0,,5.0
6467,St George Raspberry Liqueur 750ml,3.0,2.0,1.0,0.0
6468,St George Single Malt Lot No19 750ml,0.0,0.0,2.0,
6469,St George Spiced Pear 750ml,7.0,7.0,1.0,16.0
6470,St Germain 200ml,5.0,7.0,1.0,
6471,St Germain 375ml,6.0,10.0,0.0,
6472,St Germain 50ml,19.0,42.0,0.0,
6473,St Germain 750ml,7.0,6.0,3.0,31.0
6474,St Remy XO 750ml,0.0,7.0,3.0,3.0
6475,St-Remy VSOP 750ml,0.0,,0.0,
6476,St. Elder Blood Orange Liqueur 750ml,,,,14.0
6477,St. Elder Elderflower Liqueur 750ml,,,0.0,25.0
6478,St. Elmo Hop Water 6pk,5.0,,0.0,12.0
6479,Stainless Muddler,,3.0,,
6480,Stainless Steel Cocktail Picks,90.0,12.0,122.0,0.0
6481,Stainless Steel Flask,13.0,11.0,5.0,
6482,Stainless Tapered Pourer,44.0,44.0,51.0,0.0
6483,Standard Proof Ginger Rye 750ml,0.0,3.0,5.0,1.0
6484,Standard Proof Hickory Rye 750ml,2.0,,6.0,
6485,Standard Spoon Aero,0.0,,1.0,
6486,Standard Spoon Hammered Mixing Beaker,0.0,1.0,0.0,
6487,Standard Spoon Wingman,0.0,,1.0,
6488,Starburst,26.0,,,
6489,Starr Light Rum 750ml,,,,2.0
6490,Starward Nova Australian Whisky 750ml,,,,5.0
6491,Starward Two Fold Australian Whisky 750ml,,,,4.0
6492,Steel Reserve 24oz,39.0,,,
6493,Stella Bottles 12 Pack 12oz,,,0.0,14.0
6494,Stella Bottles 6 Pack,0.0,,0.0,
6495,Stella Cans 6 Pack 16oz,,,,100.0
6496,Stellum Cask Strength Bourbon 750ml,,,,2.0
6497,Stellum Cask Strength Rye 750ml,,,,4.0
6498,Stellum Shaker Barrel 750ml,0.0,5.0,1.0,18.0
6499,Stephane Regnault Mixolydien Blanc de Blanc 750ml,0.0,0.0,0.0,
6500,Stiegl Radler Cans 4 Pack,7.0,6.0,0.0,
6501,Still Austin Bourbon 750ml,0.0,,0.0,
6502,Still Austin Bourbon Eberly 750ml,0.0,,4.0,
6503,Still Austin Cask Strength Bourbon  750ml,3.0,6.0,4.0,18.0
6504,Still Austin Daydreamer 750ml,0.0,,0.0,
6505,Still Austin Gin 375ml,,13.0,0.0,
6506,Still Austin Mother Pepper 750ml,0.0,,0.0,
6507,Still Austin New Make 750ml,0.0,,0.0,
6508,Still Austin Shaker Barrel 750ml,26.0,,34.0,
6509,Still Austin Straight Bourbon 375ml,14.0,13.0,11.0,0.0
6510,Still Austin Straight Bourbon 750ml,20.0,19.0,27.0,13.0
6511,Still Austin Straight Bourbon CMW 750ml,0.0,2.0,5.0,2.0
6512,Still Austin Texas Rye Gin 750ml,16.0,14.0,11.0,9.0
6513,Stillhouse Vodka 750ml,,,,0.0
6514,Stirrings Dirty Martini Mixer 12oz,6.0,10.0,4.0,
6515,Stirrings Margarita Mix 750ml,1.0,5.0,9.0,
6516,Stirrings Simple Syrup 355ml,5.0,6.0,0.0,7.0
6517,Stirrings Triple Sec 750ml,11.0,12.0,5.0,7.0
6518,Stolen Overproof 6y 375ml,1.0,3.0,7.0,
6519,Stolen Smoked Rum 750ml,0.0,0.0,0.0,
6520,Stolen Whiskey 750ml,0.0,0.0,0.0,
6521,Stolen X Rock & Rye 100ml,0.0,0.0,4.0,
6522,Stolen X Rock & Rye 750ml,1.0,0.0,0.0,
6523,Stoli Blueberry 50ml,0.0,,0.0,
6524,Stoli Elit 750ml,,,0.0,
6525,Stoli Vanilla 50ml,0.0,,0.0,
6526,Stolichnaya Vanilla Vodka 1L,,,0.0,0.0
6527,Stolichnaya Vodka 1L,0.0,12.0,12.0,12.0
6528,Stoller Pinot Noir ,,,0.0,
6529,Stone Arrogant Bastard Bottles 6 Pack,0.0,,0.0,
6530,Stone Brewery Delicious IPA 6pk Cans,0.0,,,
6531,Stone Delicious IPA Bottles 6 Pack,0.0,,,
6532,Stone Enter Night Cans 6 Pack,0.0,,0.0,
6533,Stone Farking Stout Bottle 22oz,0.0,,,
6534,Stone Go To IPA Cans 6 Pack,0.0,,,
6535,Stone Neverending Haze Cans 6 Pack,0.0,,,
6536,Stone Ripper Cans 6 Pack,0.0,,0.0,
6537,Stone Scorpion Bowl IPA Cans 6 Pack,0.0,,,
6538,Stone Seasonal Cans 6 Pack,0.0,,,
6539,Stone Self-Righteous Black IPA 6 Pack,0.0,,,
6540,Stone Tangerine Express IPA Cans 6 Pack,0.0,,0.0,
6541,Stone Unapologetic IPA Bottle 22oz,0.0,,,
6542,Stone Woot Stout 6 Pack Cans,,,0.0,
6543,Straightaway Negroni 50ml 12pk Case,,,,0.0
6544,Straightaway Old Fashioned 50ml 12pk Case,,,,6.0
6545,Straightaway Paper Plane 50ml 12pk Case,,,,0.0
6546,Stranahan's Blue Peak 750ml,5.0,3.0,1.0,18.0
6547,Stranahan's Single Malt 750ml,3.0,3.0,4.0,4.0
6548,Stranahans Sherry Cask 750ml,1.0,3.0,0.0,
6549,Stravecchio Branca Brandy 1L,,,,3.0
6550,Stray Dog Gin 750ml,2.0,3.0,0.0,0.0
6551,Strongwater Shrub Set,0.0,,,
6552,Stupid Silly Sour 750ml,0.0,,,
6553,Substance Cabernet Sauvignon 750ml,,,0.0,
6554,Suerte Anejo 750ml,0.0,,0.0,
6555,Suerte Blanco 750ml,0.0,,0.0,
6556,Suerte Reposado 750ml,0.0,,0.0,
6557,Suigei Drunken Whale 300ml,6.0,12.0,13.0,
6558,Sunday Spirits Japanese Whisky 750ml,,2.0,0.0,
6559,Suntory Haku Vodka 750ml,4.0,5.0,1.0,68.0
6560,Suntory Roku Gin 750ml,5.0,6.0,4.0,10.0
6561,Suntory Toki 750ml,7.0,8.0,5.0,14.0
6562,Super Real Orange Unfiltered 750ml,0.0,0.0,0.0,
6563,Super Real Rose Unfiltered 750ml,3.0,3.0,3.0,
6564,Supreme Menthol Cigars,23.0,,,
6565,Susto Mezcal 750ml,0.0,,0.0,37.0
6566,Suze Saveur 750ml,0.0,3.0,4.0,13.0
6567,Svol Aquavit Danish 750ml,,,0.0,
6568,Svol Aquavit Swedish 750ml,,,0.0,
6569,Sweet Beat Vodka 750ml,,,6.0,4.0
6570,Sweet Crude Mellow Mule 8.45oz,9.0,14.0,11.0,
6571,Sweet Crude OG Tonic 8.45oz,5.0,21.0,8.0,
6572,Sweet Heat Sugar Rimmer,1.0,6.0,4.0,36.0
6573,Sweetens Cove 2021 Cask Strength 750ml,,1.0,1.0,0.0
6574,Sweetens Cove Kennessee Whiskey 750ml,,1.0,,10.0
6575,Swick Bring It 750mL,,,8.0,
6576,Swick Grenache Noir 750ml,3.0,0.0,3.0,
6577,Swick Palhete 750ml,0.0,0.0,2.0,
6578,Swick Pinot Noir WV 750mL,,,7.0,
6579,Swick Roussanne 750ml,,0.0,0.0,
6580,Swick Sauvignon Blanc 750ml,,3.0,0.0,
6581,Swick Wyd Chardonnay 750ml,0.0,2.0,0.0,
6582,Swick Zero Point Zero 750ml,11.0,,7.0,
6583,Swift Sauternes Cask Finish 750ml,0.0,,0.0,3.0
6584,Swift Single Malt Texas 750ml,0.0,,0.0,
6585,Swisher Diamond 2 Pack,87.0,,,
6586,Swisher Sweets 2 Pack,98.0,,,
6587,Sydney Ann Pinot Grigio 750ml,,,10.0,
6588,TLC Vodka 1L,0.0,3.0,0.0,18.0
6589,TRU Garden Vodka 750ml,,,5.0,5.0
6590,TRU Lemon Vodka 750ml,3.0,,5.0,0.0
6591,TRU Organic Gin 750ml,2.0,2.0,2.0,2.0
6592,TRU Organic Vodka 750ml,1.0,,6.0,15.0
6593,TW Samuels Blended 1L,6.0,0.0,0.0,41.0
6594,TX Blended Whiskey 175L,,,,0.0
6595,TX Blended Whiskey 1L,,,0.0,131.0
6596,TX Blended Whiskey 750ml,0.0,1.0,4.0,0.0
6597,TX Bourbon 750ml,0.0,,0.0,0.0
6598,TX Bourbon Barrel Proof 750ml,1.0,1.0,5.0,
6599,TX Bourbon Port Finish 750ml,1.0,1.0,0.0,
6600,TX Bourbon Sherry Finish 750ml,6.0,1.0,0.0,
6601,Taaka 1.75L,13.0,4.0,15.0,16.0
6602,Taaka 200ml,68.0,14.0,42.0,
6603,Taaka 375ml,13.0,24.0,33.0,19.0
6604,Taaka 750ml,6.0,2.0,12.0,
6605,Taaka Vodka 1L,0.0,,0.0,33.0
6606,Takara Gankutsuoh Shochu 750ml,7.0,0.0,5.0,6.0
6607,Takara Jun 750ml,7.0,4.0,5.0,8.0
6608,Takara Kurokame Shochu 750ml,1.0,4.0,5.0,18.0
6609,Takara Plum Wine 750ml,3.0,3.0,12.0,19.0
6610,Takara Shochu Benikko Sweet Potato 750ml,0.0,2.0,3.0,37.0
6611,Takara Towari Shochu 750ml,0.0,2.0,5.0,9.0
6612,Takara Yokaichi Mugi Shochu 750ml,1.0,1.0,3.0,15.0
6613,Talisker 10y 750ml,5.0,2.0,2.0,30.0
6614,Talisker 18y 750ml,3.0,,4.0,
6615,Talisker Distillers Edition 750ml,0.0,1.0,4.0,12.0
6616,Talisker Storm 750ml,4.0,2.0,3.0,15.0
6617,Tamano Hikari Junmai Ginjo 180ml,6.0,14.0,8.0,
6618,Tamdhu Batch Strength 750ml,0.0,,0.0,
6619,Tanqueray 200ml,28.0,5.0,5.0,
6620,Tanqueray 375ml,16.0,10.0,17.0,0.0
6621,Tanqueray 50ml,116.0,10.0,62.0,
6622,Tanqueray 750ml,3.0,14.0,10.0,0.0
6623,Tanqueray Gin 1L,0.0,0.0,0.0,27.0
6624,Tanqueray Malacca 1L,0.0,1.0,0.0,
6625,Tanqueray Rangpur 1L,0.0,3.0,1.0,11.0
6626,Tanqueray Rangpur 750ml,1.0,1.0,0.0,8.0
6627,Tanqueray Sevilla Orange 1L,0.0,1.0,2.0,12.0
6628,Tanqueray Sevilla Orange 750ml,,,,10.0
6629,Tanqueray Ten 1L,1.0,3.0,1.0,56.0
6630,Tanteo Jalapeno 750ml,,,,60.0
6631,Tapatio Anejo 1L,0.0,0.0,0.0,
6632,Tapatio Anejo 750ml,0.0,0.0,0.0,0.0
6633,Tapatio Blanco 1L,0.0,0.0,1.0,0.0
6634,Tapatio Blanco 750ml,,0.0,,0.0
6635,Tapatio Blanco Overproof 110 1L,0.0,0.0,0.0,
6636,Tapatio Blanco Overproof 110 750ml,5.0,0.0,0.0,0.0
6637,Tapatio Extra Anejo 1L,0.0,0.0,0.0,
6638,Tapatio Extra Anejo 750ml,1.0,0.0,0.0,0.0
6639,Tapatio Reposado 1L,0.0,0.0,0.0,0.0
6640,Tapatio Reposado 750ml,6.0,5.0,0.0,31.0
6641,Taylor Fladgate 10y Tawny Port  750ml,4.0,2.0,4.0,14.0
6642,Taylor Fladgate Fine Tawny Port  750ml,9.0,7.0,12.0,32.0
6643,Taylors Velvet Falernum 750ml,3.0,1.0,11.0,170.0
6644,Tears Of Llorona Extra Anejo 1L,0.0,0.0,0.0,
6645,Tecate Cans 6 Pack,3.0,4.0,0.0,8.0
6646,Teeda Okinawan Rum 750ml,,3.0,0.0,5.0
6647,Teeling Blackpits 750ml,3.0,2.0,2.0,6.0
6648,Teeling Single Grain 750ml,2.0,3.0,1.0,2.0
6649,Teeling Single Malt 24y 750ml,0.0,,0.0,
6650,Teeling Single Malt 750ml,4.0,3.0,6.0,6.0
6651,Teeling Single Pot Still 750ml,4.0,1.0,1.0,0.0
6652,Teeling Small Batch Irish Whiskey 750ml,3.0,3.0,4.0,69.0
6653,Teitessa Blue Edition 15y 750ml,1.0,0.0,3.0,
6654,Teitessa Limited Edition 30y 750ml,1.0,1.0,2.0,
6655,Teitessa Red Edition 25y 750ml,,0.0,0.0,
6656,Tekirdag Rakisi 1L,2.0,0.0,4.0,
6657,Tempier Bandol Blanc 750ml,,5.0,1.0,
6658,Tempier Bandol Rouge 750ml,,0.0,3.0,
6659,Templeton 10yr Rye 750ml,,1.0,2.0,3.0
6660,Templeton 6yr Rye 750ml,0.0,0.0,1.0,0.0
6661,Templeton Barrel Strength Rye 750ml,2.0,,3.0,0.0
6662,Templeton Caribbean Rum Cask Rye 750ml,,,1.0,
6663,Templeton Rye 1L,0.0,,0.0,16.0
6664,Templeton Rye 375ml,7.0,3.0,9.0,
6665,Templeton Rye 750ml,6.0,1.0,5.0,0.0
6666,Tempus Fugit Creme De Banane 750ml,1.0,1.0,5.0,0.0
6667,Tempus Fugit Creme De Cacao 750ml,3.0,2.0,4.0,7.0
6668,Tempus Fugit Creme De Menthe 750ml,2.0,2.0,3.0,4.0
6669,Tempus Fugit Creme De Moka 750ml,4.0,2.0,3.0,22.0
6670,Tempus Fugit Creme De Noyaux 750ml,2.0,2.0,2.0,4.0
6671,Tempus Fugit Creme De Violettes 750ml,2.0,2.0,3.0,6.0
6672,Tempus Fugit Fernet Del Frate 750ml,2.0,2.0,7.0,7.0
6673,Tempus Fugit Gran Classico 750ml,0.0,2.0,3.0,9.0
6674,Tempus Fugit Quinquina 750ml,4.0,3.0,4.0,5.0
6675,Tempus Fugit Vieux Pontarlier Absinthe 750ml,2.0,1.0,3.0,8.0
6676,Ten High Sour Mash 175L,,,0.0,
6677,Ten High Sour Mash 1L,,3.0,,18.0
6678,Ten High Sour Mash 750ml,,,0.0,
6679,Ten To One Dark Rum 750ml,2.0,3.0,,0.0
6680,Ten To One White Rum 750ml,,6.0,,0.0
6681,Tenjaku Blended 750ml,1.0,4.0,2.0,
6682,Tenjaku Pure Malt 750ml,,0.0,,4.0
6683,Tenuta Monte Ilice Capinera Dell'Etna 750ml,0.0,,0.0,
6684,Tequila 512 Anejo 750ml,,0.0,,7.0
6685,Tequila 512 Blanco 1L,,0.0,0.0,105.0
6686,Tequila 512 Blanco 375ml,11.0,9.0,3.0,
6687,Tequila 512 Blanco 50ml,,,,0.0
6688,Tequila 512 Blanco 750ml,0.0,0.0,3.0,0.0
6689,Tequila 512 Reposado 750ml,2.0,0.0,1.0,13.0
6690,Tequila 818 Blanco 750ml,,,,41.0
6691,Tequila 818 Reposado 750ml,,,,18.0
6692,Tequila Cabeza 1L,0.0,,0.0,
6693,Tequila Ocho Anejo 750ml,1.0,2.0,0.0,0.0
6694,Tequila Ocho Anejo Continental 750ml,0.0,0.0,0.0,0.0
6695,Tequila Ocho Anejo Single Barrel 750ml,0.0,0.0,0.0,
6696,Tequila Ocho Anejo Transatlantic 750ml,0.0,0.0,0.0,
6697,Tequila Ocho Anejo Tropical 750ml,0.0,0.0,0.0,0.0
6698,Tequila Ocho Extra Anejo 750ml,3.0,5.0,1.0,7.0
6699,Tequila Ocho Plata 101 Overproof 750ml,0.0,1.0,0.0,1.0
6700,Tequila Ocho Plata 1L,,,3.0,12.0
6701,Tequila Ocho Plata 750ml,4.0,4.0,7.0,0.0
6702,Tequila Ocho Reposado 1L,,,4.0,12.0
6703,Tequila Ocho Reposado 750ml,5.0,7.0,7.0,0.0
6704,Teremana Anejo 1L,,,0.0,11.0
6705,Teremana Blanco 1L,0.0,,0.0,0.0
6706,Teremana Blanco 750ml,3.0,3.0,3.0,20.0
6707,Teremana Reposado 1L,0.0,,0.0,12.0
6708,Teremana Reposado 750ml,7.0,7.0,1.0,0.0
6709,Terra Santa Rose 750ml,0.0,,0.0,
6710,Terralta Anejo 750ml,1.0,3.0,1.0,8.0
6711,Terralta Blanco 110 750ml,3.0,0.0,1.0,7.0
6712,Terralta Blanco 750ml,4.0,3.0,6.0,7.0
6713,Terralta Extra Anejo 750ml,0.0,,0.0,5.0
6714,Terralta Reposado 750ml,6.0,3.0,4.0,9.0
6715,Teutonic Candied Mushroom Riesling 750ml,0.0,0.0,1.0,
6716,Teutonic Gewurztraminer 750ml,0.0,,0.0,
6717,Teutonic Jazz Odyssey 750ml,6.0,3.0,13.0,
6718,Teutonic Little Ice Age  750ml,0.0,2.0,0.0,
6719,Teutonic Muscat 750ml,9.0,5.0,5.0,
6720,Teutonic Pinot Meunier 2018 750ml,0.0,,0.0,
6721,Teutonic Rose 2020  750ml,3.0,1.0,2.0,
6722,Teutonic Seafoam Rose 750ml,0.0,0.0,0.0,
6723,Teutonic Sprockets 750ml,0.0,,0.0,
6724,Texas Keeper Auguste Cerise 750ml,0.0,0.0,0.0,0.0
6725,Texas Keeper Calville Blanc 750ml,2.0,0.0,0.0,
6726,Texas Keeper Cider Demi-Sec 750ml,0.0,1.0,0.0,
6727,Texas Keeper Cider Grafter Blanc 750ml,2.0,3.0,0.0,
6728,Texas Keeper Cider Grafter Rosato 750ml,0.0,10.0,2.0,
6729,Texas Keeper Cider Heirloom 750ml,0.0,0.0,6.0,
6730,Texas Keeper Cider Honey Thief 750ml,0.0,,0.0,
6731,Texas Keeper Cider Noir 500ml,0.0,,0.0,
6732,Texas Keeper Ciderweizen 500ml,0.0,0.0,0.0,
6733,Texas Keeper Goldrush 750ml,0.0,8.0,2.0,
6734,"Texas Keeper Hey, Bud. Sabro!",7.0,,,
6735,Texas Keeper Hopfen 750ml,0.0,,1.0,
6736,Texas Keeper Moonlight 750ml,12.0,0.0,0.0,
6737,Texas Keeper No1 750ml,8.0,0.0,0.0,
6738,Texas Keeper Stillage 750ml,1.0,0.0,0.0,
6739,Texas Keeper TX Cuvee 750mL,15.0,11.0,2.0,
6740,Texas Tiki Week Mug 2019,0.0,0.0,0.0,
6741,Texas Tiki Week Mug 2020,0.0,0.0,1.0,
6742,Texas Whiskey,5.0,3.0,4.0,
6743,The Architecture of the Cocktail,0.0,,0.0,
6744,The Botanist 1L,,0.0,0.0,27.0
6745,The Botanist 750ml,5.0,7.0,0.0,5.0
6746,The Botanist Gin 375ml,6.0,1.0,5.0,
6747,The Craft of the Cocktail,0.0,2.0,1.0,
6748,The Craft of the Cocktail Revised Edition,2.0,1.0,1.0,
6749,The Curator Red 750ml,0.0,,,
6750,The Curious Bartender Gin Palace,0.0,,,
6751,The Curious Bartender Whiskies,0.0,,,
6752,The Dead Rabbit Drink Manual,0.0,,,
6753,The Drop Rose Cans 4 Pack,0.0,,0.0,
6754,The Drunken Botanist,0.0,,,
6755,The Encyclopedia of Cocktails,3.0,2.0,1.0,
6756,The Essential Cocktail,2.0,1.0,2.0,
6757,The Feathery Blended Scotch 750ml,2.0,,0.0,
6758,The Irishman Founders Reserve 1L,0.0,,2.0,6.0
6759,The Irishman Irish Cream Liqueur 750ml,,,,20.0
6760,The Last Drop 1976 Jamaican 750ml,,,,0.0
6761,The Last Drop 1980 Buffalo Trace 750ml,,,,0.0
6762,The Marigny Pinot Gris 750ml,3.0,4.0,13.0,
6763,The Marigny Pinot Noir 750ml,0.0,6.0,13.0,
6764,The Mini Bar,3.0,1.0,1.0,24.0
6765,The Negroni Book,2.0,1.0,3.0,
6766,The Old Fashioned,0.0,1.0,2.0,
6767,The PDT Cocktail Book,0.0,,,
6768,The Producer Mezcal Espadin-Cuishe 750ml,4.0,2.0,1.0,46.0
6769,The Producer Mezcal Tepeztate 750ml,4.0,5.0,3.0,15.0
6770,The Spirit of Rye ,1.0,2.0,8.0,
6771,The Street Pumas Rum 1L,0.0,,,
6772,The Vegetable Lamb 750ml,1.0,,0.0,
6773,The Waldorf Astoria,1.0,2.0,0.0,
6774,The Whole Shebang NV Red 750ml,3.0,3.0,3.0,
6775,The Wine Bible,,,,8.0
6776,The Wiseman Bourbon 750ml,3.0,6.0,5.0,39.0
6777,Thirsty Planet Buckethead IPA Bottles 6 Pack,,,,0.0
6778,Thomas Handy Sazerac 750ml,0.0,,0.0,0.0
6779,Thomas S. Moore Cabernet Finish 750ml,1.0,4.0,4.0,
6780,Thomas S. Moore Chardonnay Finish 750ml,4.0,2.0,6.0,
6781,Thomas S. Moore Port Finish 750ml,4.0,3.0,0.0,
6782,Three Rangers Rye 750ml,2.0,1.0,0.0,
6783,Through The Grapevine Landier 1973 Cognac,,2.0,,
6784,Through The Grapevine Vallein Tercinier 1988 Cognac,0.0,0.0,1.0,0.0
6785,Thymiopoulos Young Vines 2016 750ml,0.0,,0.0,
6786,Thymiopoulos Young Vines 2017 750ml,0.0,3.0,0.0,
6787,Tia Maria Coffee Liqueur 750ml,,,,18.0
6788,Tidal Wines Rose 12oz 4pk cans,0.0,1.0,0.0,0.0
6789,Tiki Cocktails,0.0,1.0,0.0,
6790,Tiki Lovers Dark Rum 750ml,,1.0,,10.0
6791,Tiki Lovers Pineapple Rum 750ml,,2.0,,4.0
6792,Tiki Modern Cocktails,0.0,1.0,1.0,
6793,Till Vodka 1L,2.0,1.0,1.0,
6794,Tin Cup 1L,,,,12.0
6795,Tin Cup 375ml,0.0,0.0,11.0,
6796,Tin Cup 750ml,7.0,6.0,14.0,0.0
6797,Tintero Bianco 750ml,0.0,6.0,9.0,
6798,Tintero Moscato d'Asti 750ml,3.0,4.0,12.0,
6799,Tintero Rosato 750ml,1.0,16.0,2.0,
6800,Tio Pepe Fino Sherry 750ml,,2.0,1.0,20.0
6801,Tip Top Bee's Knees 100ml,27.0,20.0,76.0,
6802,Tip Top Daiquiri 100ml,31.0,31.0,30.0,
6803,Tip Top Manhattan 100ml,41.0,41.0,37.0,
6804,Tip Top Margarita 100ml,18.0,32.0,20.0,
6805,Tip Top Negroni 100ml,17.0,14.0,43.0,
6806,Tip Top Old Fashioned 100ml,33.0,25.0,48.0,
6807,Titos 1L,9.0,19.0,19.0,240.0
6808,Titos 375ml,12.0,19.0,11.0,24.0
6809,Titos 50ml,44.0,62.0,34.0,120.0
6810,Titos Flask 375ml,0.0,0.0,0.0,
6811,Titos Vodka 1.75L,12.0,15.0,18.0,12.0
6812,Titos Vodka 200ml,18.0,26.0,17.0,0.0
6813,Titos Vodka 750ml,10.0,32.0,14.0,0.0
6814,Tokyo Cocktails,0.0,,1.0,
6815,Tolosa Chardonnay 750ml,1.0,0.0,0.0,
6816,Tolosa No Oak Chardonnay 750ml,,,0.0,
6817,Tom Moore Bonded 175L,0.0,0.0,0.0,
6818,Tonnino Grillo 750ml,0.0,0.0,0.0,0.0
6819,Tool Yeastus Christus 750ml,0.0,,,
6820,Topo Chico 1.5L,4.0,2.0,0.0,
6821,Topo Chico 12oz Bottles,96.0,6.0,1.0,
6822,Topo Chico 16.9oz Bottles,51.0,,,
6823,Topo Chico 20.3oz Plastic Bottle,0.0,,14.0,
6824,Topo Chico Hard Seltzer Variety 12 Pack ,,0.0,0.0,
6825,Topo Chico Twist of Lime 11.5oz,13.0,,0.0,
6826,Torero Cabernet Sauvignon 750ml,0.0,8.0,0.0,
6827,Torre Oria Cava Brut 750ml,0.0,0.0,0.0,0.0
6828,Torres 10 Brandy 750ml,4.0,3.0,6.0,9.0
6829,Torres Magdala Orange 750ml,4.0,,4.0,8.0
6830,Tortoise Creek Pinot Noir 750mL,7.0,10.0,4.0,
6831,Town Branch Bourbon 90p 750ml,4.0,0.0,3.0,2.0
6832,Town Branch Rye 100p 750ml,3.0,2.0,2.0,6.0
6833,Town Branch Single Malt 7y 750ml,1.0,3.0,2.0,6.0
6834,Town Branch True Cask 109.3 750ml,3.0,0.0,6.0,5.0
6835,Townes Vodka 1L,,0.0,2.0,51.0
6836,Toyonaga Honkaku Shochu 750ml,10.0,0.0,0.0,12.0
6837,Tozai Snow Maiden 720ml,0.0,,,
6838,Trader Vic's Kona Coffee liqueur 750ml,0.0,3.0,4.0,8.0
6839,Trader Vic's Macademia Nut 750ml,4.0,3.0,3.0,8.0
6840,Trader Vic's Tiki Party,0.0,1.0,3.0,
